fold,iso,a,b,c,lat,lng,training_count
0,SE,80,121,196,57.9977343157501,16.43189395658201,3
0,SE,80,122,196,58.54868909311102,16.684472839202517,2
0,SE,80,123,187,56.27387510479703,16.485699484010762,3
0,SE,80,128,187,57.67606097654453,15.655407704210578,3
0,SE,80,128,196,58.18073222743359,15.628055231637457,7
0,SE,81,124,189,64.40369323574309,20.80053180006392,42
0,SE,81,124,190,63.74625516934968,19.146514859631946,36
0,SE,81,125,190,62.935059442278416,18.03604871253417,2
0,SE,82,125,180,62.836156,16.014725999999996,1
0,SE,82,125,186,63.014939,17.099603000000002,1
0,SE,82,126,180,63.24238816131392,14.860586715319346,20
0,SE,82,126,192,64.07291636851205,15.535108463965566,49
0,SE,82,126,195,64.74274900000002,15.802440999999996,1
0,SE,82,131,180,62.750738200105815,12.763555477259766,5
0,SE,83,120,195,65.29264259021375,16.522216199527982,45
0,SE,83,120,197,65.60028859660996,18.6705689839628,46
0,SE,83,129,197,65.73119197667057,19.862442590919837,10
0,SE,84,129,182,66.5364806192278,20.164781808095583,34
0,SE,84,129,193,66.10873669477229,22.406072220219027,35
0,SE,84,130,182,67.1327470010041,20.126534508108,24
0,SE,84,130,188,67.73475835162138,20.879526411491163,41
0,SE,85,122,183,60.03817088485723,17.27503298192006,68
0,SE,85,122,196,59.05687781708983,16.82561864814392,23
0,SE,85,127,183,60.30005752576752,15.770466578873314,4
0,SE,85,127,194,59.98276946495079,14.022310462807404,25
0,SE,85,127,196,59.24045145325348,15.231263511638867,8
0,SE,85,128,181,58.80527148807068,13.141101148169316,2
0,SE,85,128,196,58.58121960696785,15.161561263356925,6
0,SE,86,123,184,55.82631786896772,13.691362193380199,41
0,SE,86,123,187,56.64171766241259,14.950386431565656,21
0,SE,86,128,181,57.99048501364609,12.702735636182199,32
0,SE,86,128,187,57.36823910899345,14.610736946825275,4
0,SE,87,125,180,62.61662102819186,15.664129590691482,2
0,SE,87,125,183,60.928301,16.355499,1
0,SE,87,125,186,61.898430109459696,16.986224206315185,46
0,SE,87,125,191,61.46683035170501,15.799272848563534,5
0,SE,87,127,191,60.933978663699605,15.694804062620966,2
0,SE,87,127,194,60.70999546301886,13.246109586306698,5
0,SE,87,131,180,62.423744953510884,14.113625191330428,5
0,SE,87,131,191,61.62214673238778,14.303276026698173,37
0,TR,88,137,200,41.030274925471005,27.26633291972128,41
0,TR,88,137,205,40.737838605274916,28.922188671225214,5
0,TR,88,137,212,39.713357,27.801312000000003,1
0,TR,88,139,205,40.33951413703187,29.362578605411226,9
0,TR,88,141,212,39.41693707086336,27.387225020372306,7
0,TR,89,135,198,36.92604480721528,35.70880011692639,42
0,TR,89,135,206,37.03308400000001,37.37757899999999,1
0,TR,89,140,198,36.82589659590263,34.521770813942474,5
0,TR,89,140,202,36.815334,31.767091,1
0,TR,89,140,209,38.027304864078346,33.09746521016732,2
0,TR,89,140,215,36.69408645649883,33.282781638406725,66
0,TR,89,143,209,38.43480160908372,33.78745575494106,16
0,TR,89,143,210,38.240283001253175,35.09914549587356,2
0,TR,90,132,204,39.988068,41.520383,1
0,TR,90,142,208,38.25909039661134,42.87791055503959,20
0,TR,90,142,213,39.957115970209735,43.61730745662346,43
0,TR,91,135,206,37.08582492243984,38.15265934360791,4
0,TR,91,138,199,38.04204810444315,41.08457762858584,61
0,TR,91,138,206,37.33789083566112,39.4546727994834,17
0,TR,91,138,208,38.42578750597654,42.1271319718618,2
0,TR,92,133,205,41.093368000000005,30.55773,1
0,TR,92,133,209,39.78016519358148,33.04046491266578,13
0,TR,92,133,214,41.15398651047936,32.13847160444936,39
0,TR,92,139,205,40.50411178010865,30.309022639769022,16
0,TR,92,139,207,39.279886116765475,31.118305087815365,25
0,TR,92,139,214,40.170891,31.300425,1
0,TR,92,143,209,39.13648554838722,33.267329070736515,6
0,TR,93,133,201,41.941525,34.317575,1
0,TR,93,136,201,40.97548482309333,35.937048847210285,55
0,TR,93,136,210,39.11796314147253,37.41760027131492,8
0,TR,93,143,201,40.230588000000004,34.767728999999996,1
